"mesh_id","project_id","project_name","research_area","source_status","reviewed_status","action","include_in_dated_capture_baseline","include_in_default_reviewed_future","exclude_superseded","exclude_duplicate_in_future","disputed_source_version_excluded_from_strict_mode","evidence_note","source_urls"
"81-2829","city-group-24","2395 Speakman Dr.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing describes data-centre development potential, while older source concept is a five-building science campus. An old brokerage 2028 year-built field is a forecast, not completion. No official cancellation established.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D7&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/2395-speakman-drive/opt-1 ; https://www.loopnet.com/Listing/2395-Speakman-Dr-Mississauga-ON/26691148/"
"81-2830","city-group-24","2395 Speakman Dr.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","2026 land marketing describes data-centre development potential, while older source concept is a five-building science campus. An old brokerage 2028 year-built field is a forecast, not completion. No official cancellation established.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D7&outFields=*&outSR=4326&f=pjson ; https://www.zolo.ca/mississauga-real-estate/2395-speakman-drive/opt-1 ; https://www.loopnet.com/Listing/2395-Speakman-Dr-Mississauga-ON/26691148/"
"13-11439","city-group-71","2480 Argentia Rd.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","January 2026 City comments consider the proposed storage development. The established Access Storage business and auction activity at the same address do not prove this new four-storey building complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D153&outFields=*&outSR=4326&f=pjson ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=81207"
"91-5025","city-group-81","2515-2532 Argyle Rd.","group-status","Proposed","Townhouse proposal retained; current delivery unknown","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","City historical evidence identifies 2515, 2522 and 2532 Argyle under OZ 18/017, 112 stacked/back-to-back towns and prior appeal. No current build-out or final approval established for SP 24 16.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=9927 ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.61896264843541%2C+%22y%22%3A+43.57337653683028%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"91-5026","city-group-81","2515-2532 Argyle Rd.","group-status","Proposed","Townhouse proposal retained; current delivery unknown","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","City historical evidence identifies 2515, 2522 and 2532 Argyle under OZ 18/017, 112 stacked/back-to-back towns and prior appeal. No current build-out or final approval established for SP 24 16.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=9927 ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.61896264843541%2C+%22y%22%3A+43.57337653683028%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"91-5027","city-group-81","2515-2532 Argyle Rd.","group-status","Proposed","Townhouse proposal retained; current delivery unknown","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","City historical evidence identifies 2515, 2522 and 2532 Argyle under OZ 18/017, 112 stacked/back-to-back towns and prior appeal. No current build-out or final approval established for SP 24 16.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=9927 ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.61896264843541%2C+%22y%22%3A+43.57337653683028%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"91-5028","city-group-81","2515-2532 Argyle Rd.","group-status","Proposed","Townhouse proposal retained; current delivery unknown","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","City historical evidence identifies 2515, 2522 and 2532 Argyle under OZ 18/017, 112 stacked/back-to-back towns and prior appeal. No current build-out or final approval established for SP 24 16.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=9927 ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.61896264843541%2C+%22y%22%3A+43.57337653683028%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"101-4556","city-group-170","2525 Dixie Rd.","group-status","Proposed","Replacement site-plan application retained; completion unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Exact 2525 Dixie address and parcel link SP 19 125 to SP 26 4. Historical gasoline/convenience/carwash proposal remains a source version; the newer submission requires drawing review.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.58125236248952%2C+%22y%22%3A+43.608436682879436%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"101-4557","city-group-170","2525 Dixie Rd.","group-status","Proposed","Replacement site-plan application retained; completion unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Exact 2525 Dixie address and parcel link SP 19 125 to SP 26 4. Historical gasoline/convenience/carwash proposal remains a source version; the newer submission requires drawing review.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.58125236248952%2C+%22y%22%3A+43.608436682879436%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"101-4558","city-group-170","2525 Dixie Rd.","group-status","Proposed","Replacement site-plan application retained; completion unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Exact 2525 Dixie address and parcel link SP 19 125 to SP 26 4. Historical gasoline/convenience/carwash proposal remains a source version; the newer submission requires drawing review.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.58125236248952%2C+%22y%22%3A+43.608436682879436%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"12-16985","erin-centre-2555","2555 Erin Centre Boulevard","citywide","Proposed","Under review","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Address coordinates are approximate map pins. City snapshot meshes are source massing, not construction drawings; latest approvals and final detailed architecture may differ.","https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/2555-erin-centre-boulevard-oz-opa-25-6-w11/ ; https://urbantoronto.ca/database/projects/2555-erin-centre-boulevard.58240"
"12-16986","erin-centre-2555","2555 Erin Centre Boulevard","citywide","Proposed","Under review","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Address coordinates are approximate map pins. City snapshot meshes are source massing, not construction drawings; latest approvals and final detailed architecture may differ.","https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/2555-erin-centre-boulevard-oz-opa-25-6-w11/ ; https://urbantoronto.ca/database/projects/2555-erin-centre-boulevard.58240"
"12-16987","erin-centre-2555","2555 Erin Centre Boulevard","citywide","Proposed","Under review","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Address coordinates are approximate map pins. City snapshot meshes are source massing, not construction drawings; latest approvals and final detailed architecture may differ.","https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/2555-erin-centre-boulevard-oz-opa-25-6-w11/ ; https://urbantoronto.ca/database/projects/2555-erin-centre-boulevard.58240"
